1.67	6.2	0.85	139
1.77	4.4	0.5	126
1.18	3.3	0.15	118
0.84	3	0.22	77
0.92	6.9	0.18	88
0.81	6.3	0.19	87
0.59	4.7	0.52	150
1	3.5	0.16	173
0.61	2.8	0.19	75
0.3	4	0.41	158
1.51	5.6	0.73	142
1.38	3.6	0.14	168
1.57	4.7	0.38	79
1.17	6.4	0.72	88
0.99	6.6	0.83	93
1.28	6.5	0.77	93
1.61	6.1	0.63	91
1.48	5.7	0.49	89
1.7	5.8	0.36	87
1.4	5.8	0.33	87
1.77	4.4	0.58	136
1.28	5	0.59	93
1.77	7.6	1.2	97
1.37	8.1	1.39	99
1.76	7.8	1.41	100
1.2	7.2	1.17	99
1.81	6.3	0.79	95
1.14	5.4	0.47	94
1.48	6	0.4	92
0.74	7.6	0.34	94
0.95	6.8	0.29	93
0.87	3.3	0.4	125
1.1	3.5	0.4	129
0.32	3.7	0.37	144
0.62	6.3	0.43	122
0.75	6.1	0.27	90
0.98	6.6	0.26	146
0.76	3.5	0.35	154
1.03	4.8	0.59	141
1.07	4.7	0.48	151
1.51	6.8	0.29	143
1.69	5.8	0.79	144
1.73	5.6	0.39	161
1.91	4.3	0.33	180
1.55	7.7	0.26	161
1.58	7	0.24	85
1.24	4	0.49	145
1.17	4.3	0.49	145
1.47	3.8	0.32	168
2.08	3.3	0.21	182
1.8	4	0.2	169
1.89	3.2	0.16	129
1.74	7.5	0.62	90
1.46	6.5	0.49	86
1.35	6.3	0.44	86
1.31	5.7	0.52	88
1.14	6	0.36	86
1.06	3.8	0.34	87
1.06	3.9	0.26	80
0.98	3.8	0.28	91
1.23	4	0.22	80
1.48	5.8	0.38	84
1.67	8.3	0.78	90
1.27	8.5	0.7	91
0.85	7.6	0.4	90
1.04	7.5	0.3	89
0.94	6.9	0.22	86
1.03	7.2	0.17	86
0.98	5.8	0.17	81
1.21	3.6	0.39	126
1.08	3.5	0.37	113
1.27	4	0.47	129
1.45	3.3	0.33	132
1.63	3.2	0.34	122
1.9	2.7	0.34	120
1.6	3.3	0.32	112
1.8	3.1	0.3	99
1.69	4	0.26	86
1.96	4	0.26	86
1.76	3.6	0.25	79
1.87	5	0.38	87
1.72	5.3	0.31	84
2.06	3.2	0.16	136
2.47	4.5	0.33	74
2.61	9.7	0.83	91
2.22	11.6	1.3	94
1.78	9	0.94	92
1.35	7.2	0.63	88
1.05	6.5	0.38	86
0.93	6.7	0.26	86
0.96	9.2	0.18	91
0.78	8.4	0.21	89
1.02	4.6	0.24	79
0.93	5.2	0.32	85
1.16	6.8	0.57	90
1.01	6.6	0.5	88
1.29	6.3	0.53	87
1.21	6.4	0.43	87
1.13	6.3	0.36	88
1.36	5.7	0.24	86
1.34	5.6	0.2	85
1.44	5.1	0.4	85
1.5	5.2	0.41	83
1.61	6.4	0.49	86
1.37	6.1	0.43	85
1.49	5.7	0.72	92
1.52	5.3	0.59	91
1.42	5.9	0.78	94
1.57	6.7	1.01	97
1.51	6.6	1.01	98
1.62	7	1.12	99
1.39	6.8	0.84	94
1.48	6.1	0.78	95
1.37	5.4	0.63	93
1.32	5.6	0.68	94
1.29	5.3	0.67	97
1.48	4.7	0.46	92
1.33	4.7	0.31	82
1.44	4.8	0.21	79
1.49	4.7	0.28	82
1.59	4.8	0.43	82
1.22	7.4	0.36	88
0.87	8.1	0.32	91
1.01	4.5	0.5	103
1.1	4	0.44	104
1.13	4.8	0.61	106
1.28	4.7	0.53	95
1.25	5.3	0.66	99
1.18	5.1	0.7	111
1.16	5.6	0.73	98
1.02	5.7	0.64	95
1.1	6.2	0.87	100
0.87	5.7	0.64	94
1.19	5.5	0.65	95
1.24	4.9	0.53	94
1.51	4.4	0.35	81
1.58	4.7	0.36	84
1.45	4.7	0.23	81
1.37	4.7	0.2	80
1.42	4.5	0.2	79
1.36	4.2	0.24	85
1.38	3.6	0.25	84
1.31	3.8	0.19	76
1.73	3.8	0.19	75
1.28	6.9	0.15	84
1.49	4	0.29	76
1.5	5.2	0.55	86
1.6	4.9	0.53	90
1.19	5.8	0.71	94
1.15	4.6	0.34	81
1.04	6.3	0.43	86
1.58	6.4	0.46	86
1.31	6.8	0.3	86
1.63	6.9	0.26	86
1.12	6.3	0.19	84
1.52	5.8	0.17	82
1.12	5.4	0.17	80
1.26	5.5	0.17	80
1.13	2.9	0.26	167
1.15	3.5	0.36	158
1.29	3.9	0.31	160
1.33	2.5	0.14	122
1.23	5.6	0.23	81
1.48	3	0.31	171
1.45	3.7	0.41	151
1.51	5	0.68	113
1.57	4.1	0.33	83
1.77	4.6	0.28	86
1.69	4	0.26	86
1.73	3.7	0.34	161
1.68	6.5	0.2	86
1.49	6.5	0.2	86
1.29	6	0.18	84
1.29	5.6	0.18	82
1	3	0.33	124
1.29	2.5	0.33	118
1.03	3	0.32	111
1.39	3	0.26	86
1.13	3.1	0.28	164
1.29	2.3	0.25	170
1.09	3.3	0.29	161
1.37	2.6	0.26	167
1.17	2.5	0.28	162
1.57	3	0.26	85
1.51	5.2	0.45	89
1.74	5	0.41	86
1.67	5.3	0.29	84
1.86	5.4	0.27	81
1.7	6.8	0.2	84
1.66	7.7	0.22	88
1.55	4.5	0.47	99
1.61	7.4	0.24	88
1.73	4.4	0.63	119
1.53	5.7	0.77	144
1.59	4.1	0.4	160
1.39	4.3	0.46	153
1.7	4.4	0.46	153
1.21	4.9	0.52	155
1.7	4.4	0.45	158
1.41	3.7	0.29	160
1.63	3.1	0.29	168
0.87	4.4	0.45	156
1.49	4.4	0.43	157
1.57	4.6	0.44	165
1.41	4.4	0.34	173
0.98	4.4	0.37	170
1.15	4.3	0.43	158
1.09	4	0.35	164
1.13	4.5	0.45	157
1.19	4	0.38	157
1.19	4.7	0.49	151
1.31	4.2	0.39	159
1.23	3.6	0.32	158
1.35	8.4	0.16	147
1.29	3.3	0.33	154
1.51	7	0.21	144
1.47	6.3	0.16	83
1.69	3.1	0.15	171
1.51	6.3	0.28	83
1.77	4.5	0.48	153
1.71	4.1	0.33	81
1.89	5.9	0.27	82
1.95	7.3	0.36	86
1.92	9	0.41	92
1.64	5.3	0.68	143
1.98	5.1	0.49	77
1.67	7	0.72	90
1.86	6.3	0.56	86
1.33	6.7	0.4	86
1.55	6.3	0.25	84
0.98	3.9	0.38	163
1.49	4.4	0.45	154
1.23	4	0.37	160
1.72	3	0.22	178
1.07	4	0.29	157
1.49	3.2	0.3	160
1.25	2.5	0.29	161
1.63	2.7	0.28	164
1.55	4.4	0.45	86
1.77	5.4	0.47	86
1.73	5.5	0.39	81
1.89	6.9	0.68	86
1.74	8.1	0.77	90
1.72	7.3	0.63	87
1.47	6.5	0.37	85
1.41	6.5	0.44	142
1.71	3.7	0.19	178
1.49	3.6	0.27	179
1.74	6.2	0.16	82
1.47	3	0.3	159
1.8	5.1	0.53	149
1.68	6.2	0.63	92
1.86	6.2	0.52	90
1.74	6.6	0.51	86
1.93	7.6	0.49	88
1.27	8.3	0.36	91
1.41	4	0.42	165
0.67	5.4	0.66	144
1.77	3.9	0.3	175
1.15	4	0.38	162
1.49	5	0.51	154
1.17	4.8	0.45	156
1.65	2.2	0.16	79
1.75	7.8	0.86	89
1.33	8.4	0.53	90
0.62	7.5	0.34	89
0.87	7.4	0.27	89
1.09	4	0.42	115
1.17	5.8	0.11	164
1.03	3.3	0.34	109
0.96	3.7	0.39	112
1.61	4.8	0.43	94
1.53	4.2	0.39	154
1.64	5.8	0.3	90
1.17	5.7	0.29	149
1.51	5.2	0.25	90
1.61	4.3	0.44	94
1.78	4.8	0.48	91
1.72	5.6	0.45	88
1.79	4.8	0.5	156
1.49	4.3	0.43	157
1.78	6	0.2	87
1.49	5.9	0.2	86
1.86	5.5	0.2	85
1.35	3.6	0.27	87
1.79	4.8	0.23	84
1.27	3.1	0.27	89
1.8	2.6	0.29	164
1.17	4.4	0.44	159
1.51	5.2	0.62	148
0.95	5	0.57	150
1.59	4.9	0.52	158
1.37	4.3	0.35	170
1.39	4.3	0.45	158
1.21	3.8	0.32	163
1.51	6.9	0.16	85
1.66	6.7	0.22	84
1.57	5.6	0.46	85
1.53	8.1	0.28	90
1.33	7.8	0.26	89
1.59	7.3	0.22	87
1.23	6.8	0.3	146
1.61	3.2	0.35	156
1.21	5.2	0.58	149
1.98	4.4	0.32	180
1.68	3.6	0.25	182
1.77	4.3	0.43	154
1.27	3.7	0.34	158
1.67	3	0.31	157
1.37	4.1	0.53	123
1.63	4.5	0.43	105
1.27	3.8	0.33	163
1.47	5.8	0.23	91
1	3.7	0.33	161
1.07	4	0.45	151
0.95	3.9	0.31	158
1.37	5.8	0.19	160
1	2.4	0.27	166
1.03	3.9	0.19	76
0.56	4	0.31	187
1.75	4.4	0.45	158
1.49	4.8	0.41	171
1.91	8.6	0.46	89
1.39	4	0.2	169
1.75	8.4	0.54	90
1.69	8.9	0.51	92
1.55	7.8	0.48	89
1.55	8.4	0.38	91
1.47	8.4	0.31	91
1.45	8.3	0.27	90
1.33	7.6	0.28	89
1.72	4.1	0.5	111
1.68	4.5	0.42	93
1.82	5.1	0.29	89
1.65	4.7	0.28	162
1.88	3.7	0.32	166
1.75	4.3	0.36	155
2	4.3	0.46	155
1.61	5.1	0.57	152
2.07	4.8	0.45	168
2	5.1	0.28	151
2.04	7.9	0.62	89
1.11	7.1	0.35	88
1.55	6.8	0.28	89
0.88	6.2	0.31	149
1.25	3	0.32	153
1.07	3	0.33	141
1.15	3.3	0.34	152
1.23	3.5	0.28	162
1.25	2.7	0.27	165
1.19	4.2	0.4	158
1.51	4.3	0.32	179
1.64	3.6	0.24	183
0.96	4	0.38	160
1.55	3.6	0.34	162
1.35	3.1	0.27	166
1.69	2.7	0.22	178
1.68	3	0.21	182
1.75	3.4	0.22	184
1.53	4.1	0.36	171
1.59	5.1	0.6	151
1.66	5.2	0.49	166
2.12	4.1	0.28	182
1.01	4.7	0.53	155
1.07	5.5	0.45	167
1.66	5.2	0.51	163
2.1	5	0.32	163
1.57	4.9	0.51	163
1.73	4.7	0.41	170
1.61	3.9	0.24	184
1.27	3.6	0.32	171
0.88	3.8	0.38	160
0.92	4	0.43	153
1.09	4	0.39	163
1.33	4.2	0.36	169
1.25	4	0.36	166
0.93	4	0.43	152
0.9	4.3	0.5	133
1.25	3.2	0.29	160
1.33	8.8	0.27	119
1.27	8.4	0.26	107
1.39	3.2	0.37	127
1.43	8.1	0.21	139
1.37	8.1	0.24	131
1.43	3.4	0.34	154
1.66	3.4	0.31	162
1.57	3.8	0.35	162
1.72	3.1	0.27	169
1.72	4.8	0.22	84
1.96	6.3	0.17	84
1.73	7	0.15	84
1.91	3	0.32	144
1.73	3.3	0.36	137
2.01	3	0.32	148
1.77	2.3	0.28	163
2.12	2.5	0.33	118
1.61	3	0.26	84
1.69	3.9	0.2	77
1.63	3	0.15	176
2.03	6.3	0.19	82
1.33	6.5	0.16	83
0.96	4	0.32	170
2.05	3.3	0.15	170
1.89	7.5	0.26	87
0.64	9	0.2	92
0.85	7.8	0.26	89
1.43	3.6	0.38	148
1.74	4.4	0.3	78
1.33	4.8	0.19	79
0.95	4.2	0.39	167
1.85	4.8	0.44	169
1.01	6.4	0.94	137
1.71	5.7	0.61	159
1.88	6.2	0.85	146
2.16	4.9	0.33	173
1.72	3.4	0.25	183
1.84	3.9	0.24	180
1.81	3.6	0.22	184
1.8	3.6	0.36	164
1.75	5.4	0.85	126
1.88	6.5	1.13	105
1.7	6.8	1.02	97
1.45	5.7	0.62	93
1.23	5.2	0.38	87
1.55	9.3	0.22	92
1.57	8.6	0.19	90
1.64	4.3	0.54	130
1.51	4	0.46	122
1.47	8.5	0.16	89
1.43	3.7	0.48	104
1.11	6.2	0.72	98
1.31	6.4	0.42	92
1.51	10.3	0.16	120
1.91	9.4	1.04	92
1.98	10.3	0.94	93
1.69	9.9	0.57	93
1.59	4.7	0.47	164
1.39	11.2	0.31	95
1.21	9	0.32	92
1.21	4.3	0.49	151
1.37	4.6	0.52	150
1.55	4.9	0.59	149
1.53	5.9	0.79	141
1.74	4.9	0.43	171
1.49	5.3	0.53	161
2.06	4.2	0.37	172
2.09	4	0.25	177
2.4	7.4	0.55	88
1.74	9.9	0.4	93
1.64	5.5	0.82	138
1.35	5.8	0.78	141
1.73	5.6	0.71	147
1.7	5.6	0.72	145
1.66	5.8	0.78	144
1.44	4.9	0.45	168
2.04	4.5	0.21	160
2.02	8.5	0.46	89
1.02	10.8	0.4	95
1.05	9.9	0.34	94
0.88	4.4	0.59	116
0.48	5.3	0.79	112
0.2	6	0.94	105
0.3	6.3	0.99	105
0.71	6.4	1.03	105
0.69	6.1	0.84	102
1.19	6.4	0.96	98
1.04	5.8	0.82	99
1.29	5.2	0.72	100
1.67	6.9	1.18	100
1.55	7.6	1.38	100
1.67	8.3	1.48	99
1.58	7.8	1.31	99
1.54	7.7	0.85	94
1.29	7.5	0.51	93
1.35	7.1	0.42	92
1.76	4	0.43	92
1.84	5.7	0.61	87
1.76	6.2	0.72	89
1.56	6.5	0.5	87
1.76	6.3	0.41	85
1.77	4.4	0.35	178
2.06	8.1	0.32	96
1.82	8.9	0.68	91
1.57	7.2	0.48	88
1.45	4.1	0.37	173
1.92	4.2	0.36	172
0.7	6.5	0.95	137
1.65	6.2	0.83	141
1.55	5.2	0.59	149
1.79	4.8	0.52	157
1.27	5.1	0.58	151
1.11	5.7	0.76	143
1.12	6.8	1.04	133
1.59	5.8	0.59	162
2.1	5.2	0.47	173
1.84	10	0.32	152
0.86	5.3	0.62	148
0.95	5.3	0.66	146
1.67	5.5	0.69	147
1.85	5.1	0.61	152
1.76	5.7	0.78	144
1.77	6.4	0.93	139
1.89	6	0.79	144
2.02	5.4	0.65	150
2.05	5.1	0.59	151
1.86	5.2	0.63	151
1.65	5	0.53	153
1.83	4	0.29	180
1.88	3.3	0.17	175
1.82	7	0.72	88
1.38	4	0.27	182
1.64	4.3	0.33	178
1.79	4.8	0.36	177
1.93	6.4	0.71	86
2.06	9.7	1.49	94
1.53	8.7	1.22	93
1.34	8.1	1.23	95
0.64	7	0.9	95
0.88	6.3	0.49	90
1.02	5.8	0.29	90
1.76	4.4	0.35	176
1.96	5.2	0.55	82
2	10.3	1.32	93
1.75	10.9	1.16	94
1.75	9.3	0.94	92
1.72	8.3	0.84	91
1	4.2	0.44	80
2.17	5.2	0.47	174
2.1	9	1.07	91
1.67	7	0.77	89
1.66	8.8	0.92	92
1.33	6	0.49	85
1.25	5.8	0.3	83
1.43	4.1	0.37	171
1.08	5.3	0.57	156
1.63	5.4	0.72	146
1.38	5.8	0.74	146
1.75	6	0.78	146
1.77	5.6	0.64	149
1.79	3.9	0.3	159
0.9	5.2	0.64	146
1.23	5.9	0.83	141
1.38	6.1	0.8	141
1.96	4.7	0.46	165
1.07	6.3	0.9	136
1.39	5.3	0.43	170
1.95	4.7	0.35	180
2.05	4	0.18	169
0.66	11	0.39	94
0.27	5.8	0.84	137
1.17	6.3	0.79	139
2.01	4.2	0.33	177
1.54	4.3	0.32	178
1.84	3.5	0.21	185
0.65	6.4	1.07	128
1.08	5	0.52	149
1.77	3.4	0.17	125
1.91	4.1	0.26	97
1.7	5.9	0.49	87
1.19	6.4	0.42	88
1.69	3.5	0.33	168
1.72	4.8	0.41	169
1.96	3.9	0.36	167
1.02	5.4	0.63	150
1.82	5.9	0.78	145
1.74	5.1	0.57	153
1.97	4.8	0.4	174
1.67	4.5	0.22	162
1.81	3.8	0.24	87
0.99	6	0.47	85
0.87	9.3	0.3	90
1.05	4.4	0.37	170
1.42	3.7	0.26	182
0.83	4.4	0.4	166
1.79	4.4	0.39	168
0.33	4.8	0.46	162
0.97	5.4	0.6	154
1.65	5.2	0.55	161
2.3	5.2	0.45	176
2.26	4.9	0.4	173
0.2	4.8	0.41	168
1.08	5.4	0.5	164
1.67	5.7	0.66	154
1.92	5.2	0.45	172
1.72	4	0.25	176
2.22	5.3	0.31	149
1.42	9.6	0.67	92
1.26	7.9	0.51	90
1.7	7.2	0.62	87
1.67	6.7	0.56	88
1.32	7.1	0.53	88
0.97	7.1	0.37	88
1.16	6.7	0.27	86
1.59	3.6	0.27	180
1.41	4.7	0.46	164
1.91	3.6	0.16	136
1.84	6.3	0.76	87
1.8	8.6	1.32	94
0.67	6.8	0.55	89
0.94	3.3	0.21	183
1.78	4.7	0.37	178
2.49	9.7	1.06	91
0.81	9.6	0.79	93
0.61	5.5	0.71	144
1.05	5.5	0.63	152
2.58	5.2	0.39	164
1.78	9.8	0.73	93
2.16	8.1	0.6	89
0.51	5.5	0.83	138
1.36	5.3	0.52	162
1.74	4.9	0.49	164
1.46	5.6	0.42	84
0.36	4.4	0.5	153
1.05	4.5	0.23	163
2.16	4.4	0.24	168
1.68	4.1	0.26	94
1.36	5.9	0.26	84
0.89	4.8	0.61	148
1.76	4.3	0.42	152
1.57	2.7	0.16	71
1.51	8.8	0.12	87
1.12	8.2	0.15	88
1.6	3	0.29	166
1.35	3.3	0.25	174
2.05	2.7	0.14	177
1.26	3.8	0.16	169
1.63	8.1	0.26	89
0.57	12	0.27	97
1.1	11.1	0.29	140
0.82	10.1	0.16	92
1.02	9.1	0.15	90
0.59	8.3	0.15	89
0.84	2.3	0.25	171
0.63	2.3	0.25	170
1.47	2	0.24	173
0.36	1.7	0.22	175
1.14	2.7	0.22	177
0.83	2.8	0.18	183
1.16	3.2	0.25	175
1.28	3.1	0.26	172
0.78	4	0.36	169
1.16	3.2	0.25	175
1.28	3.1	0.26	172
0.78	4	0.36	169
1.41	5.6	0.76	142
1.84	6	0.77	146
1.84	4	0.27	183
1.96	4.5	0.24	165
2.16	7.9	0.49	88
1.68	4.4	0.34	180
1.76	3.9	0.28	183
1.15	4.3	0.37	171
2.27	4.1	0.25	183
1.89	4.1	0.37	171
1.31	4.9	0.55	155
2.11	4.7	0.48	160
1.97	4.9	0.54	158
1.26	4.3	0.45	156
1.88	7	0.82	89
1.78	8.2	0.89	92
1.93	8.1	0.59	90
0.71	7.8	0.37	90
1.14	7.5	0.27	88
0.98	3.9	0.38	157
1.12	3.7	0.42	127
0.73	4	0.45	112
1.08	3.6	0.31	107
1.22	4.7	0.3	106
1.32	4.2	0.24	83
1.15	3.8	0.24	83
1.36	16.7	0.19	99
1.28	2.8	0.33	120
0.94	3.2	0.32	111
1.29	4	0.4	93
1.36	5.2	0.52	90
1.67	5.8	0.7	94
1.4	6.4	0.85	95
1.72	6.8	0.78	93
1.45	6.1	0.62	90
1.65	6.5	0.51	89
1.12	6.5	0.38	89
1.65	4.1	0.53	131
1.04	5.3	0.82	122
1.29	5.2	0.7	134
0.67	4.9	0.68	115
1.28	4.8	0.56	100
0.79	5.3	0.58	94
1.23	5.2	0.43	88
0.6	5.3	0.35	86
1	7.5	0.36	90
0.68	4.5	0.55	112
0.78	4.9	0.69	111
0.54	5.8	0.97	112
0.22	6.8	1.19	106
0.55	4.4	0.51	149
0.85	5.1	0.65	142
0.56	4.7	0.55	142
1	7.1	0.23	90
1.2	4.7	0.46	86
1.21	7.2	0.97	94
1.04	6.7	0.5	91
1.24	5.8	0.29	87
1.47	3.3	0.26	176
1.7	4	0.43	158
0.85	4.9	0.61	142
1.63	4.7	0.51	152
1.59	6.2	0.89	138
1.67	6.1	0.84	140
1.64	5.6	0.71	144
2.25	5.5	0.62	151
1.76	4.8	0.49	153
2.13	4.8	0.43	155
0.8	5.1	0.62	146
0.99	5.4	0.63	147
1.81	5.4	0.61	154
2	4.6	0.49	157
1.45	3.3	0.25	171
1.77	4	0.39	162
1.44	5.2	0.62	146
1.84	5	0.51	155
1.21	4.1	0.27	165
1.31	4	0.19	76
0.94	3.8	0.25	77
1.26	6.5	0.25	87
1.14	5.8	0.26	84
1.31	3.3	0.14	169
1.2	4.2	0.31	77
0.76	3.1	0.21	184
1.76	4.1	0.45	160
1.44	5.5	0.57	158
1.65	5.1	0.58	152
1.39	4.7	0.51	153
1.75	4.7	0.53	154
1.2	5.9	0.87	139
1.5	6.9	1.15	131
1.82	6	0.77	147
2.33	8.5	0.3	88
1.18	5.3	0.75	134
1.42	5.4	0.68	148
1.73	4.6	0.47	156
1.74	4.8	0.54	152
0.87	5.3	0.62	146
1.18	3.9	0.39	157
1.43	4.5	0.32	175
1.58	10.1	0.22	138
0.94	3.8	0.41	154
0.86	4.8	0.65	129
0.48	3.7	0.36	149
1.15	3.3	0.35	109
1.63	4.4	0.39	94
1.05	5.8	0.33	90
0.89	4.4	0.42	84
1.14	5.3	0.56	89
0.92	5.2	0.45	88
1.22	5.6	0.36	87
0.99	5.8	0.32	88
1.37	6.8	0.3	90
1.41	6.5	0.31	89
1.41	4.2	0.37	84
1.49	5.2	0.53	87
1.5	5.2	0.45	87
1.75	4.8	0.37	84
1.66	4.8	0.41	84
1.8	5.1	0.48	86
1.57	5	0.44	85
1.84	5	0.38	85
1.39	4.7	0.23	82
1.75	4.4	0.2	78
1.39	4.8	0.18	78
1.79	4.4	0.2	78
1.35	8.8	0.15	89
1.69	8	0.16	88
1.16	3.4	0.38	119
1.46	4.4	0.53	109
0.84	4.8	0.36	96
1.13	5.2	0.24	89
1.33	4.9	0.23	163
1.07	3.1	0.31	84
0.64	5.9	0.82	95
0.85	5.7	0.7	93
0.8	5.6	0.66	91
0.95	5.4	0.62	92
1.19	5.7	0.64	89
1	6	0.58	88
1.01	4.4	0.44	88
1.03	5.3	0.71	111
1.22	5.7	0.77	96
0.98	5.2	0.55	94
1.44	3.8	0.32	87
1.76	7.3	0.86	90
1.62	7.6	1.15	94
1.08	6.6	0.83	94
1.41	5.5	0.5	89
1.59	5.9	0.39	84
1.65	7.7	0.47	90
1.48	8.1	0.43	90
1.22	8.4	0.39	91
1.32	6	0.39	84
1.11	6.4	0.27	84
0.95	3.3	0.42	138
0.96	5.8	0.81	106
1	6.5	0.48	94
1.46	8.6	1	94
0.92	8.1	0.66	94
1	8.3	0.91	93
0.83	7.8	1.14	95
0.71	6.3	0.47	89
0.57	4	0.31	184
1.1	6.3	0.19	162
0.92	6.5	0.11	166
1.38	3.5	0.22	186
1.42	3.5	0.24	183
1.74	3.7	0.27	77
1.88	7.8	0.51	89
1.68	8.3	0.44	90
1.7	9.2	0.44	92
1.2	3.3	0.26	186
1.47	6.5	0.92	139
1.91	3.7	0.14	167
2.1	4.4	0.3	76
1.72	7.6	0.36	88
1.79	4.4	0.54	152
1.51	4.2	0.4	157
1.74	3.8	0.36	158
1.69	3.4	0.41	125
1.74	4.4	0.54	109
1.38	5.3	0.26	90
1.44	6	0.23	92
1.39	3.1	0.3	90
1.47	4.4	0.44	93
1.34	4.6	0.27	85
1.22	5.7	0.45	88
1.33	5.9	0.52	89
1.41	6.8	0.47	90
1.18	6.8	0.37	90
1.16	6.5	0.3	89
1.02	6.8	0.25	88
1.1	4	0.43	155
0.87	6.6	0.32	89
1.19	6.6	0.27	88
1.24	3.6	0.3	81
1.51	3.8	0.29	81
1.58	3.8	0.38	159
1.45	4.3	0.47	151
1.37	4.4	0.47	152
1.42	3.5	0.35	155
1.36	4	0.45	138
1.38	3	0.34	122
1.31	3	0.33	111
1.73	3.6	0.31	97
1.28	3.6	0.32	114
1.49	3.9	0.26	86
1.5	5.2	0.25	90
1.6	4	0.39	162
1.19	4.1	0.43	155
1.15	5.2	0.64	144
1.04	4.3	0.43	159
1.58	4.4	0.46	157
1.31	4.4	0.49	149
1.63	4.9	0.57	148
1.12	4.3	0.42	157
1.52	3.9	0.36	158
1.12	2.5	0.3	156
1.26	2.3	0.29	158
1.13	4.3	0.45	155
1.15	3.8	0.33	161
1.29	7.8	0.16	89
1.33	3.1	0.32	159
1.23	5.8	0.23	150
1.48	6.3	0.16	83
1.45	6.5	0.27	109
1.51	6.2	0.23	145
1.57	5.8	0.24	147
1.77	2.6	0.29	95
1.69	3.8	0.4	115
1.73	4.1	0.39	160
1.68	5.1	0.24	87
1.85	3.4	0.33	161
1.74	3.6	0.29	174
1.7	5.3	0.69	148
1.85	4	0.35	167
1.73	3.5	0.3	162
1.71	4	0.38	166
1.57	4.4	0.45	156
1.73	3.7	0.31	163
1.42	3.9	0.43	152
1.54	4.9	0.56	151
1.06	4.6	0.49	157
1.34	5.5	0.66	145
1.2	4.5	0.32	177
1.16	4.1	0.36	167
1.05	4.4	0.53	151
0.84	5.3	0.61	147
